order_id,customer_name,phone,email,city,product,category,amount,quantity,order_date,status,age
ORD-20260025,未知客户,14771968116,liuyang389@gmail.com,苏州,无线鼠标M3,办公用品,156.45,1,2026-08-29,已退款,40
ORD-20260026,李娜,13343189803,zhangwei637@163.com,厦门,摄像头1080P,办公用品,208.87,5,2026-11-07,待付款,28
ORD-20260027,赵敏,17863238057,zhaomin78@163.com,重庆,摄像头1080P,电子产品,107.92,2,2026-08-08,已完成,39
ORD-20260029,胡斌,17313852048,chenjing187@outlook.com,西安,无线鼠标M3,电子产品,151.95,-2,2026-02-13,已取消,33
ORD-20260030,梁宇,13222489409,yangfan709@163.com,长沙,笔记本电脑支架,手机配件,176.66,4,2026-05-19,已发货,30
ORD-20260031,韩冰,15335708194,huangli284@gmail.com,武汉,USB-C扩展坞,手机配件,151.86,1,2026-01-28,待付款,58
ORD-20260032,林洁,1668875173,zhangwei259@outlook.com,广州,4K显示器27寸,电子产品,348.18,1,2026-05-08,已取消,57
ORD-20260033,何强,16888990506,liuyang583@qq.com,深圳,机械键盘K8,手机配件,198.92,1,2026-03-22,已取消,48
ORD-20260034,黄莉,18819553585,liuyang807@163.com,南京,摄像头1080P,电子产品,115.38,3,2026-11-01,已退款,46
ORD-20260035,唐亮,16477172238,huangli83@qq.com,苏州,数据线1.5m,电脑配件,265.8,5,2026-01-11,待付款,54
ORD-20260038,梁宇,15051708177,yangfan96@163.com,深圳,笔记本电脑支架,电脑配件,43.23,3,2026-08-01,已取消,53
ORD-20260039,杨帆,14719369750,yangfan349@gmail.com,重庆,路由器AX6000,电子产品,93.75,4,2026-10-03,待发货,52
ORD-20260040,蒋敏,16086745380,yangfan45@gmail.com,郑州,4K显示器27寸,电脑配件,215.75,5,2026-06-19,已取消,47
ORD-20260042,黄莉,14295060193,wangfang455@163.com,北京,智能手表S1,电子产品,213.71,5,2026-07-30,已发货,23
ORD-20260043,马超,14841163805,liuyang471@gmail.com,青岛,USB-C扩展坞,电脑配件,190.75,3,2026-11-24,待付款,37
ORD-20260044,马超,17886762164,liuyang717gmail,郑州,USB-C扩展坞,办公用品,175.91,4,2026-05-27,已发货,40
ORD-20260045,杨帆,14794322033,zhangwei317outlook,长沙,路由器AX6000,电子产品,81.72,5,2026-07-07,待发货,34
ORD-20260046,林洁,17325457816,wangfang145@163.com,郑州,手机充电器65W,办公用品,10000.0,3,2026-10-27,待付款,24
ORD-20260047,未知客户,17191883846,wangfang651@outlook.com,重庆,摄像头1080P,电脑配件,163.15,1,2026-02-19,已退款,47
ORD-20260048,韩冰,14965684858,huangli631@outlook.com,西安,智能手表S1,电脑配件,284.57,1,2026-12-18,待付款,43
ORD-20260049,赵敏,14198955314,zhangwei52@gmail.com,杭州,数据线1.5m,电子产品,227.49,3,2026-03-17,已退款,30
ORD-20260050,郭涛,13327690330,unknown@placeholder.com,南京,数据线1.5m,电脑配件,58.96,1,2026-02-02,待发货,24
ORD-20260051,黄莉,1966060517,zhangwei491@outlook.com,深圳,笔记本电脑支架,办公用品,225.93,1,2026-03-06,待付款,63
ORD-20260052,罗浩,18523311507,wangfang874@163.com,南京,4K显示器27寸,办公用品,169.19,3,2026-12-07,已发货,48
ORD-20260054,孙悦,15867594492,zhangwei624gmail,西安,路由器AX6000,手机配件,248.93,4,2026-02-05,待付款,23
ORD-20260055,杨帆,15059667685,chenjing796@qq.com,杭州,移动电源20000mAh,电子产品,282.48,4,2026-11-07,待发货,50
ORD-20260056,朱峰,19280723898,zhangwei226@outlook.com,上海,智能手表S1,办公用品,274.5,1,2026-01-04,已取消,42
ORD-20260057,黄莉,17519673809,zhangwei447@qq.com,广州,无线鼠标M3,办公用品,132.86,1,2026-06-16,已退款,62
ORD-20260058,李娜,18589036966,wangfang406@gmail.com,南京,无线鼠标M3,电子产品,175.26,3,2026-06-29,待付款,33
ORD-20260059,周杰,13933776150,huangli476@outlook.com,苏州,摄像头1080P,办公用品,226.5,3,2026-10-30,已退款,47
ORD-20260060,王芳,14192545028,yangfan474@qq.com,武汉,无线鼠标M3,电脑配件,278.04,3,2027-01-01,待付款,33
ORD-20260061,胡斌,17660043345,yangfan419@gmail.com,上海,摄像头1080P,电子产品,161.67,3,2026-12-03,已退款,39
ORD-20260063,刘洋,14278140959,zhangwei678@gmail.com,杭州,数据线1.5m,电脑配件,111.49,2,2026-08-13,待发货,33
ORD-20260064,罗浩,18741407343,liuyang989@outlook.com,武汉,无线鼠标M3,办公用品,104.3,5,2026-08-03,已发货,26
ORD-20260065,王芳,14379244185,liuyang86@163.com,杭州,4K显示器27寸,办公用品,265.0,4,2026-01-28,待发货,23
ORD-20260066,张伟,17229602406,liuyang940@outlook.com,杭州,路由器AX6000,电子产品,308.5,2,2026-10-08,已退款,25
ORD-20260067,黄莉,193x725726,zhaomin736@163.com,北京,数据线1.5m,办公用品,194.24,3,2026-02-04,已退款,50
ORD-20260068,马超,132x474440,chenjing247@qq.com,苏州,移动电源20000mAh,电子产品,280.28,4,2026-12-23,已发货,22
ORD-20260069,未知客户,15515624520,liuyang528@outlook.com,厦门,USB-C扩展坞,办公用品,228.93,3,2026-05-20,待发货,43
ORD-20260070,彭博,15376599269,chenjing947@gmail.com,天津,蓝牙耳机Pro,电脑配件,148.39,3,2026-06-06,待付款,62
ORD-20260071,未知客户,17592523968,liuyang655@qq.com,郑州,无线鼠标M3,电脑配件,228.91,4,2026-01-18,已发货,41
ORD-20260072,未知客户,18759790013,wangfang588@163.com,郑州,无线鼠标M3,电脑配件,323.04,5,2026-07-18,已完成,34
ORD-20260073,杨帆,19236867482,wangfang463@163.com,青岛,蓝牙耳机Pro,手机配件,197.13,3,2026-06-03,待付款,62
ORD-20260074,许鹏,15528639738,huangli27@gmail.com,长沙,笔记本电脑支架,电脑配件,325.17,4,2026-09-27,已取消,22
ORD-20260075,徐辉,19656239991,lina787@163.com,上海,蓝牙耳机Pro,手机配件,0.01,3,2026-09-23,已完成,58
ORD-20260076,周杰,19822539748,lina607@163.com,苏州,数据线1.5m,电子产品,265.75,3,2026-11-30,已退款,58
ORD-20260078,徐辉,18743275109,zhangwei298@outlook.com,天津,机械键盘K8,电脑配件,176.08,2,2026-03-23,已退款,37
ORD-20260079,李娜,16038876195,zhangwei52@gmail.com,厦门,USB-C扩展坞,电子产品,207.34,4,2026-07-07,已完成,30
ORD-20260080,吴鑫,16593650068,wangfang132@qq.com,苏州,手机充电器65W,电脑配件,40.99,1,2026-01-20,待发货,51
ORD-20260081,罗浩,17031810655,liuyang608@gmail.com,厦门,路由器AX6000,办公用品,182.43,4,2026-10-26,待付款,58
ORD-20260083,韩冰,19637828932,huangli539@outlook.com,成都,笔记本电脑支架,手机配件,318.23,3,2026-11-09,已发货,37
ORD-20260084,吴鑫,19252552488,liuyang295@qq.com,郑州,4K显示器27寸,电脑配件,158.54,3,2026-08-15,待付款,30
ORD-20260085,周杰,14724660143,zhaomin249@qq.com,南京,摄像头1080P,电脑配件,135.32,2,2026-01-03,已发货,48
ORD-20260086,杨帆,16696690951,wangfang668@163.com,上海,移动电源20000mAh,电脑配件,159.86,4,2026-04-06,待发货,18
ORD-20260087,罗浩,16670981700,huangli911@163.com,青岛,USB-C扩展坞,电脑配件,273.23,2,2026-01-08,待发货,30
ORD-20260088,冯雪,18479159799,yangfan686@qq.com,杭州,笔记本电脑支架,电脑配件,10000.0,3,2026-06-18,待付款,34
ORD-20260089,唐亮,18951178850,liuyang707@qq.com,重庆,无线鼠标M3,电脑配件,157.62,5,2026-07-11,已退款,52
ORD-20260090,邓磊,14080532309,chenjing80qq,武汉,数据线1.5m,电脑配件,241.06,2,2026-10-26,已退款,21
ORD-20260091,何强,18951361818,yangfan261@qq.com,广州,智能手表S1,电子产品,207.77,4,2026-01-17,已发货,59
ORD-20260092,梁宇,17870201634,yangfan385@qq.com,杭州,摄像头1080P,电子产品,277.49,2,2026-01-02,待发货,64
ORD-20260093,郭涛,18856460773,zhaomin960qq,天津,数据线1.5m,电子产品,143.84,4,2026-11-03,已完成,20
ORD-20260094,黄莉,13728808678,liuyang240@gmail.com,苏州,机械键盘K8,电脑配件,173.79,3,2026-02-01,已退款,29
ORD-20260095,朱峰,1747394713,yangfan419@163.com,成都,手机充电器65W,电脑配件,168.63,1,2026-10-15,已取消,26
ORD-20260096,周杰,18759805178,zhaomin53@gmail.com,上海,蓝牙耳机Pro,电子产品,82.92,3,2026-06-05,已完成,30
ORD-20260097,赵敏,16191121400,yangfan938@163.com,重庆,4K显示器27寸,手机配件,223.69,4,2026-02-20,待付款,38
ORD-20260098,孙悦,183x409531,chenjing236@outlook.com,南京,笔记本电脑支架,手机配件,220.88,4,2026-08-24,待发货,64
ORD-20260099,陈静,13780322629,unknown@placeholder.com,广州,摄像头1080P,电子产品,200.41,2,2026-01-05,已取消,57
ORD-20260100,蒋敏,19212111482,unknown@placeholder.com,天津,智能手表S1,手机配件,181.23,99,2026-12-12,已发货,24
ORD-20260101,黄莉,17545879718,wangfang383@outlook.com,南京,路由器AX6000,办公用品,86.77,1,2026-02-17,已取消,21
ORD-20260102,唐亮,18596557984,wangfang917@qq.com,厦门,USB-C扩展坞,电脑配件,166.35,1,2026-04-02,待发货,30
ORD-20260103,曹瑞,13950168264,zhaomin581@outlook.com,苏州,4K显示器27寸,电脑配件,172.58,3,2026-01-28,已发货,39
ORD-20260104,罗浩,17113976288,huangli503@163.com,郑州,4K显示器27寸,电子产品,135.82,2,2027-01-01,待发货,63
ORD-20260105,刘洋,14322283664,unknown@placeholder.com,重庆,笔记本电脑支架,手机配件,187.1,5,2026-10-12,已完成,30
ORD-20260106,罗浩,17911656329,yangfan798@qq.com,南京,数据线1.5m,办公用品,232.32,2,2026-02-02,待发货,48
ORD-20260107,孙悦,19389699345,huangli110@163.com,郑州,无线鼠标M3,办公用品,350.89,5,2026-03-11,已退款,30
ORD-20260108,陈静,16794946730,zhaomin334@outlook.com,郑州,无线鼠标M3,电子产品,213.97,5,2026-01-14,已取消,31
ORD-20260109,吴鑫,168x353777,lina733@outlook.com,广州,笔记本电脑支架,办公用品,220.6,4,2026-10-06,待发货,52
ORD-20260110,蒋敏,17532325574,zhangwei577@outlook.com,苏州,4K显示器27寸,电脑配件,194.04,5,2026-12-19,已取消,47
ORD-20260111,高远,13374796438,yangfan943@qq.com,杭州,无线鼠标M3,办公用品,46.5,1,2026-08-13,已取消,37
ORD-20260113,未知客户,16518397164,lina375@gmail.com,深圳,USB-C扩展坞,办公用品,204.82,5,2026-07-20,待发货,47
ORD-20260114,邓磊,14027978165,zhaomin313@qq.com,杭州,手机充电器65W,电脑配件,397.06,5,2026-12-22,已发货,49
ORD-20260115,陈静,13658189421,huangli140@163.com,厦门,4K显示器27寸,办公用品,184.61,5,2026-01-16,已发货,35
ORD-20260116,吴鑫,19383782999,wangfang275@gmail.com,上海,路由器AX6000,电脑配件,224.12,2,2026-06-02,已完成,40
ORD-20260117,李娜,16038169370,chenjing882@outlook.com,杭州,机械键盘K8,电子产品,197.22,2,2026-06-15,待发货,35
ORD-20260118,何强,14228198434,yangfan941@qq.com,杭州,路由器AX6000,电脑配件,106.51,4,2026-09-08,待付款,44
ORD-20260119,李娜,14164069715,liuyang712@gmail.com,厦门,无线鼠标M3,电子产品,291.43,3,2026-02-02,已取消,45
ORD-20260120,林洁,17383458776,huangli808@gmail.com,上海,智能手表S1,手机配件,260.15,4,2026-01-01,已取消,62
ORD-20260121,彭博,16522527880,liuyang85@gmail.com,成都,智能手表S1,手机配件,263.28,1,2026-12-27,已发货,26
ORD-20260122,何强,1733023227,lina490@qq.com,广州,路由器AX6000,电子产品,127.25,2,2026-11-25,已发货,54
ORD-20260124,韩冰,13398369672,zhaomin531@163.com,重庆,摄像头1080P,办公用品,87.85,5,2026-02-06,已完成,38
ORD-20260125,冯雪,19933188838,wangfang18qq,武汉,智能手表S1,办公用品,246.95,4,2026-08-05,已完成,52
ORD-20260126,周杰,1563606795,wangfang318@outlook.com,南京,智能手表S1,电脑配件,375.24,2,2026-03-03,已发货,28
ORD-20260127,孙悦,16332409388,liuyang751@qq.com,北京,无线鼠标M3,手机配件,120.76,1,2026-09-12,待发货,54
ORD-20260128,陈静,14440655922,zhangwei46@qq.com,厦门,无线鼠标M3,电脑配件,154.7,99,2026-12-02,待发货,64
ORD-20260129,邓磊,19417069536,zhangwei977outlook,青岛,USB-C扩展坞,手机配件,207.97,-2,2026-05-30,待发货,33
ORD-20260130,高远,15583357939,zhaomin155@qq.com,北京,机械键盘K8,电子产品,0.01,3,2026-02-23,已发货,21
ORD-20260131,刘洋,15979760901,chenjing470@qq.com,杭州,摄像头1080P,电子产品,75.95,2,2026-05-02,待发货,43
ORD-20260132,韩冰,15920024377,lina799@qq.com,成都,笔记本电脑支架,办公用品,205.49,4,2026-06-07,已完成,61
ORD-20260133,唐亮,161x473023,zhangwei694@gmail.com,成都,智能手表S1,办公用品,115.02,1,2026-03-13,已完成,32
ORD-20260134,邓磊,14088158177,wangfang23@qq.com,青岛,移动电源20000mAh,电子产品,237.89,5,2026-08-10,已取消,42
ORD-20260135,陈静,16547561442,lina36@163.com,厦门,4K显示器27寸,办公用品,126.45,2,2026-11-26,已退款,52
ORD-20260136,马超,19975052579,chenjing398@gmail.com,苏州,数据线1.5m,电子产品,323.99,5,2026-04-30,已完成,33
ORD-20260137,邓磊,15887268086,yangfan364@163.com,苏州,路由器AX6000,电子产品,137.34,2,2026-10-16,已取消,29
ORD-20260138,未知客户,13280658723,chenjing940@163.com,苏州,路由器AX6000,电子产品,174.24,2,2026-02-26,待发货,41
ORD-20260139,宋雅,16853299069,lina750@outlook.com,厦门,摄像头1080P,手机配件,265.08,3,2026-12-19,已发货,62
ORD-20260140,马超,13434438599,zhaomin655@qq.com,杭州,无线鼠标M3,电脑配件,101.53,1,2026-12-29,待付款,46
ORD-20260142,宋雅,13449581964,unknown@placeholder.com,西安,蓝牙耳机Pro,手机配件,304.57,1,2026-06-23,已退款,63
ORD-20260144,梁宇,13337776759,liuyang84@outlook.com,重庆,4K显示器27寸,手机配件,214.77,4,2026-07-09,已完成,47
ORD-20260145,邓磊,1422437930,yangfan995@163.com,郑州,手机充电器65W,办公用品,220.79,4,2027-01-01,已退款,54
ORD-20260146,罗浩,18733203422,lina996@163.com,杭州,智能手表S1,办公用品,262.55,5,2026-05-13,待付款,22
ORD-20260148,罗浩,18129307578,yangfan40@outlook.com,苏州,路由器AX6000,手机配件,94.36,3,2026-06-05,已取消,61
ORD-20260150,张伟,15517734634,huangli52@gmail.com,西安,无线鼠标M3,办公用品,223.76,0,2026-09-08,已发货,48
ORD-20260151,孙悦,16322132198,yangfan51@163.com,武汉,机械键盘K8,电脑配件,220.04,99,2026-01-05,已发货,56
ORD-20260152,黄莉,16996267144,yangfan873@gmail.com,武汉,笔记本电脑支架,办公用品,0.01,3,2026-10-15,已退款,61
ORD-20260153,李娜,17147162866,liuyang193@163.com,南京,智能手表S1,办公用品,145.6,4,2026-06-01,已取消,65
ORD-20260155,韩冰,17259886371,liuyang475@qq.com,广州,笔记本电脑支架,电子产品,223.45,1,2026-03-19,已发货,54
ORD-20260156,胡斌,15320846331,lina321qq,西安,机械键盘K8,电脑配件,142.85,1,2026-03-08,待付款,45
ORD-20260157,未知客户,17711889398,zhaomin19@qq.com,南京,机械键盘K8,手机配件,349.26,3,2026-03-27,已完成,36
ORD-20260158,何强,14756000822,huangli368@163.com,郑州,智能手表S1,手机配件,237.91,2,2026-03-28,待付款,20
ORD-20260159,梁宇,13689715138,wangfang670qq,深圳,4K显示器27寸,电子产品,104.7,1,2026-06-04,已完成,35
ORD-20260160,唐亮,14378663747,wangfang290@qq.com,厦门,机械键盘K8,手机配件,252.52,4,2026-06-01,已退款,31
ORD-20260161,林洁,1412852723,lina973@qq.com,广州,路由器AX6000,手机配件,122.03,3,2026-08-26,已发货,36
ORD-20260162,宋雅,14216159129,unknown@placeholder.com,杭州,摄像头1080P,手机配件,262.97,1,2026-07-10,已发货,43
ORD-20260163,周杰,19166604960,lina116@163.com,上海,移动电源20000mAh,电子产品,292.69,5,2026-07-14,已退款,30
ORD-20260164,林洁,13518500820,chenjing13@163.com,苏州,手机充电器65W,电子产品,134.35,4,2026-03-18,已退款,57
ORD-20260166,赵敏,13223776553,zhangwei571@qq.com,重庆,手机充电器65W,办公用品,233.02,2,2026-08-21,已退款,63
ORD-20260167,唐亮,15810294869,liuyang561@gmail.com,上海,移动电源20000mAh,办公用品,265.76,4,2026-04-21,已发货,24
ORD-20260168,王芳,14570465703,lina987outlook,上海,手机充电器65W,办公用品,351.74,5,2026-03-30,已发货,60
ORD-20260169,彭博,18391737749,zhaomin281@outlook.com,重庆,笔记本电脑支架,电脑配件,180.37,3,2026-12-26,待发货,53
ORD-20260170,杨帆,17427806897,lina516@gmail.com,长沙,手机充电器65W,办公用品,139.7,4,2026-01-07,已完成,21
ORD-20260171,杨帆,16643629729,zhangwei708@gmail.com,上海,无线鼠标M3,电子产品,128.84,2,2026-11-28,已发货,62
ORD-20260172,未知客户,18351963706,zhangwei14@gmail.com,青岛,机械键盘K8,手机配件,134.74,2,2026-05-31,待付款,29
ORD-20260173,赵敏,16327457234,liuyang6@gmail.com,杭州,智能手表S1,电子产品,193.83,3,2026-09-09,已退款,63
ORD-20260174,黄莉,19431390345,yangfan95@gmail.com,武汉,摄像头1080P,手机配件,227.29,4,2026-10-15,待付款,30
ORD-20260175,彭博,16115352233,chenjing391@qq.com,重庆,智能手表S1,手机配件,222.14,3,2026-11-30,已退款,24
ORD-20260176,曹瑞,1384536326,yangfan856@qq.com,天津,摄像头1080P,电子产品,266.17,3,2026-01-20,已完成,34
ORD-20260177,高远,18262080854,yangfan444gmail,深圳,手机充电器65W,手机配件,201.04,1,2026-07-03,已完成,61
ORD-20260178,李娜,17863031203,zhangwei486@163.com,杭州,路由器AX6000,手机配件,316.28,3,2026-01-06,已退款,20
ORD-20260182,彭博,13278072320,yangfan788@163.com,西安,手机充电器65W,办公用品,131.43,5,2026-05-29,已退款,43
ORD-20260183,张伟,15179006257,lina184@163.com,厦门,无线鼠标M3,手机配件,114.33,2,2026-09-23,待发货,47
ORD-20260184,王芳,19695035920,liuyang593@163.com,郑州,无线鼠标M3,电子产品,238.6,5,2026-07-27,待发货,48
ORD-20260185,张伟,15140868838,liuyang217@163.com,长沙,数据线1.5m,电子产品,182.12,1,2026-09-04,已取消,28
ORD-20260186,未知客户,1503260294,unknown@placeholder.com,杭州,智能手表S1,手机配件,257.12,1,2026-12-05,已完成,56
ORD-20260187,冯雪,18290643207,lina639@gmail.com,苏州,笔记本电脑支架,电子产品,237.86,2,2026-09-25,已退款,27
ORD-20260188,陈静,13481327320,wangfang96@outlook.com,北京,摄像头1080P,办公用品,194.17,2,2026-09-04,已取消,65
ORD-20260189,邓磊,14744160831,zhaomin932@qq.com,天津,USB-C扩展坞,手机配件,0.01,4,2026-12-02,待发货,24
ORD-20260190,梁宇,19866849468,liuyang697@outlook.com,天津,手机充电器65W,办公用品,78.81,3,2026-10-23,待付款,26
ORD-20260191,宋雅,15023459168,yangfan805@gmail.com,上海,移动电源20000mAh,电子产品,164.28,5,2026-08-11,待发货,23
ORD-20260192,韩冰,19648449249,zhangwei969@163.com,青岛,智能手表S1,办公用品,268.51,5,2026-09-19,已发货,61
ORD-20260194,马超,18277946127,wangfang516@gmail.com,深圳,手机充电器65W,手机配件,100.34,2,2026-06-23,已取消,55
ORD-20260195,林洁,1584857587,chenjing529@qq.com,西安,机械键盘K8,电脑配件,213.85,2,2026-09-01,已发货,35
ORD-20260196,韩冰,19336798789,zhaomin894@gmail.com,武汉,机械键盘K8,手机配件,230.83,4,2026-11-11,已退款,48
ORD-20260197,徐辉,16575874779,liuyang408@163.com,杭州,智能手表S1,办公用品,129.29,4,2026-12-18,已取消,62
ORD-20260198,徐辉,1567365745,liuyang192@gmail.com,厦门,数据线1.5m,电脑配件,212.3,3,2026-07-06,待发货,54
ORD-20260199,高远,16441649234,yangfan201@163.com,杭州,笔记本电脑支架,电脑配件,204.66,5,2026-10-01,已取消,53
ORD-20260200,王芳,13738919534,huangli860@qq.com,苏州,USB-C扩展坞,手机配件,108.56,5,2026-04-12,待付款,29
ORD-20260201,吴鑫,19269985944,yangfan629@gmail.com,杭州,移动电源20000mAh,手机配件,228.62,1,2026-02-10,已发货,59
ORD-20260202,周杰,18658743159,huangli424@163.com,北京,移动电源20000mAh,手机配件,244.86,2,2026-07-23,已完成,48
ORD-20260203,张伟,14023949034,lina87@outlook.com,南京,路由器AX6000,办公用品,286.64,1,2026-12-06,待发货,47
ORD-20260204,郭涛,14782381952,huangli647@outlook.com,重庆,无线鼠标M3,电脑配件,284.3,3,2026-03-21,已完成,26
ORD-20260205,林洁,19274030858,yangfan818@gmail.com,北京,手机充电器65W,办公用品,89.79,4,2026-07-13,已完成,33
ORD-20260206,许鹏,16448208680,liuyang423@163.com,成都,移动电源20000mAh,办公用品,124.97,4,2026-04-07,已发货,52
ORD-20260209,王芳,14543999060,liuyang204@gmail.com,武汉,蓝牙耳机Pro,电脑配件,241.2,1,2026-07-22,已完成,55
ORD-20260210,林洁,14143382936,wangfang703@gmail.com,上海,智能手表S1,电脑配件,508.22,2,2026-06-12,待付款,46
ORD-20260211,张伟,14743647879,huangli724@outlook.com,厦门,机械键盘K8,手机配件,245.67,5,2026-10-11,已退款,36
ORD-20260212,郭涛,1947359295,chenjing795@163.com,广州,摄像头1080P,办公用品,290.85,2,2026-11-10,已取消,25
ORD-20260214,杨帆,14072821834,zhangwei370@outlook.com,上海,数据线1.5m,电子产品,252.11,2,2026-09-23,待付款,42
ORD-20260215,何强,15284950330,yangfan765@qq.com,长沙,摄像头1080P,办公用品,174.78,4,2026-09-16,已发货,56
ORD-20260216,孙悦,17159891348,yangfan846@gmail.com,武汉,4K显示器27寸,手机配件,260.72,1,2026-01-18,已退款,30
ORD-20260217,未知客户,15752265790,unknown@placeholder.com,西安,手机充电器65W,电脑配件,138.17,3,2026-07-07,已发货,37
ORD-20260219,冯雪,1781908116,unknown@placeholder.com,杭州,无线鼠标M3,电脑配件,161.17,4,2026-11-01,已完成,36
ORD-20260220,刘洋,13683571770,wangfang409@outlook.com,杭州,移动电源20000mAh,电脑配件,206.55,5,2026-09-26,已完成,45
ORD-20260221,蒋敏,18266846657,zhaomin329@gmail.com,北京,USB-C扩展坞,电子产品,385.17,2,2026-08-14,已发货,41
ORD-20260222,韩冰,13642621391,lina890gmail,深圳,USB-C扩展坞,电子产品,50.62,5,2026-09-25,已退款,64
ORD-20260223,唐亮,137x397809,liuyang55@outlook.com,北京,蓝牙耳机Pro,手机配件,254.9,1,2026-01-10,待付款,42
ORD-20260224,唐亮,19821813934,huangli575qq,重庆,无线鼠标M3,电脑配件,70.98,3,2026-05-01,已退款,21
ORD-20260225,彭博,13384482698,zhaomin156@gmail.com,杭州,蓝牙耳机Pro,电脑配件,162.25,3,2026-11-06,已退款,59
ORD-20260226,郭涛,14751473062,lina441@163.com,成都,无线鼠标M3,电子产品,287.12,2,2026-01-16,已取消,37
ORD-20260227,蒋敏,16530395330,wangfang135163,西安,数据线1.5m,电脑配件,205.14,-1,2026-12-19,已发货,56
ORD-20260228,梁宇,19273598657,zhaomin232@qq.com,北京,USB-C扩展坞,电脑配件,113.78,1,2026-04-01,已取消,49
ORD-20260229,冯雪,18115613827,yangfan738@gmail.com,上海,手机充电器65W,手机配件,142.78,5,2026-10-03,待付款,42
ORD-20260230,梁宇,18663424009,liuyang473@163.com,上海,路由器AX6000,电脑配件,254.37,5,2026-02-27,已退款,62
ORD-20260231,马超,15270891997,zhaomin904@outlook.com,苏州,路由器AX6000,电脑配件,141.57,4,2026-11-21,已退款,64
ORD-20260232,何强,17815892974,chenjing580@163.com,杭州,移动电源20000mAh,电子产品,217.32,4,2026-05-28,已完成,30
ORD-20260235,徐辉,13867354434,wangfang300@outlook.com,西安,无线鼠标M3,电脑配件,371.52,5,2026-02-14,待付款,63
ORD-20260236,罗浩,17527409802,huangli533@outlook.com,成都,数据线1.5m,电子产品,0.01,1,2026-04-17,已取消,39
ORD-20260237,许鹏,138x422722,chenjing786@qq.com,苏州,无线鼠标M3,电子产品,37.99,4,2026-08-31,待付款,27
ORD-20260238,彭博,18965559839,zhangwei856@gmail.com,苏州,手机充电器65W,电脑配件,214.92,3,2026-02-03,待发货,39
ORD-20260239,梁宇,17935149571,liuyang723@gmail.com,西安,4K显示器27寸,办公用品,147.06,5,2026-06-04,待发货,30
